tube_assembly_id,supplier,annual_usage,min_order_quantity,bracket_pricing,quantity,cost,year,month
TA-00091,S-0066,0,0,Yes,100,2.71807169923,2013,6
TA-00091,S-0066,0,0,Yes,250,2.63182786844,2013,6
TA-00092,S-0066,0,0,Yes,1,21.5720859322,2013,6
TA-00092,S-0066,0,0,Yes,2,12.0073668924,2013,6
TA-00092,S-0066,0,0,Yes,5,6.26797905666,2013,6
TA-00092,S-0066,0,0,Yes,10,4.35392242507,2013,6
TA-00092,S-0066,0,0,Yes,25,3.20771409335,2013,6
TA-00092,S-0066,0,0,Yes,50,2.89055936079,2013,6
TA-00092,S-0066,0,0,Yes,100,2.75145640792,2013,6
TA-00092,S-0066,0,0,Yes,250,2.66521257713,2013,6
TA-00093,S-0066,0,0,Yes,1,21.5971244638,2013,6
TA-00093,S-0066,0,0,Yes,2,12.0324054239,2013,6
TA-00093,S-0066,0,0,Yes,5,6.29301758818,2013,6
TA-00093,S-0066,0,0,Yes,10,4.37896095658,2013,6
TA-00093,S-0066,0,0,Yes,25,3.23275262487,2013,6
TA-00093,S-0066,0,0,Yes,50,2.91559789231,2013,6
TA-00093,S-0066,0,0,Yes,100,2.77371288038,2013,6
TA-00093,S-0066,0,0,Yes,250,2.69025110865,2013,6
TA-00096,S-0066,0,0,Yes,1,21.3801238573,2013,6
TA-00096,S-0066,0,0,Yes,2,11.8154048174,2013,6
TA-00096,S-0066,0,0,Yes,5,6.07879904075,2013,6
TA-00096,S-0066,0,0,Yes,10,4.16474240915,2013,6
TA-00096,S-0066,0,0,Yes,25,3.01853407744,2013,6
TA-00096,S-0066,0,0,Yes,50,2.70137934488,2013,6
TA-00096,S-0066,0,0,Yes,100,2.55949433295,2013,6
TA-00096,S-0066,0,0,Yes,250,2.47603256122,2013,6
TA-00099,S-0066,0,0,Yes,1,27.3420764176,2013,10
TA-00099,S-0066,0,0,Yes,2,17.1513940898,2013,10
TA-00099,S-0066,0,0,Yes,5,11.0364282813,2013,10
TA-00099,S-0066,0,0,Yes,10,8.99996105117,2013,10
TA-00099,S-0066,0,0,Yes,25,7.77585506585,2013,10
TA-00099,S-0066,0,0,Yes,50,7.43644386083,2013,10
TA-00099,S-0066,0,0,Yes,100,7.28064855361,2013,10
TA-00099,S-0066,0,0,Yes,250,7.18884060471,2013,10
TA-00101,S-0014,5,1,No,1,7.09425059675,2005,5
TA-00104,S-0041,1,0,Yes,1,29.487043951,2013,2
TA-00104,S-0041,1,0,Yes,6,7.93165037307,2013,2
TA-00104,S-0041,1,0,Yes,20,3.95330592078,2013,2
TA-00105,S-0066,2,0,Yes,2,107.838173189,2012,1
TA-00105,S-0066,2,0,Yes,4,61.9648013888,2012,1
TA-00105,S-0066,2,0,Yes,6,46.4270015524,2012,1
TA-00105,S-0066,2,0,Yes,8,38.8403265025,2012,1
TA-00105,S-0066,2,0,Yes,10,34.2888778843,2012,1
TA-00107,S-0072,5,0,Yes,2,23.5584760993,2012,7
TA-00107,S-0072,5,0,Yes,4,20.6150576164,2012,7
TA-00107,S-0072,5,0,Yes,6,18.8456680558,2012,7
TA-00107,S-0072,5,0,Yes,8,17.6688570745,2012,7
TA-00108,S-0066,0,0,Yes,1,31.2369590982,2013,10
TA-00108,S-0066,0,0,Yes,2,21.0462767704,2013,10
TA-00108,S-0066,0,0,Yes,5,14.9340930209,2013,10
TA-00108,S-0066,0,0,Yes,10,12.8948437317,2013,10
TA-00108,S-0066,0,0,Yes,25,11.6735198055,2013,10
TA-00108,S-0066,0,0,Yes,50,11.3313265414,2013,10
TA-00108,S-0066,0,0,Yes,100,11.1783132932,2013,10
TA-00108,S-0066,0,0,Yes,250,11.0865053443,2013,10
TA-00114,S-0072,791,10,Yes,1,1.30756775705,2002,8
TA-00114,S-0072,150,1,Yes,1,5.63923370965,2014,6
TA-00117,S-0041,1,0,Yes,1,24.991236514,2013,2
TA-00117,S-0041,1,0,Yes,6,5.269219855,2013,2
TA-00117,S-0041,1,0,Yes,20,1.62750454867,2013,2
TA-00119,S-0066,0,0,Yes,1,21.655547704,2013,7
TA-00119,S-0066,0,0,Yes,2,12.0908286641,2013,7
TA-00119,S-0066,0,0,Yes,5,6.35144082839,2013,7
TA-00119,S-0066,0,0,Yes,10,4.44016625585,2013,7
TA-00119,S-0066,0,0,Yes,25,3.29117586508,2013,7
TA-00119,S-0066,0,0,Yes,50,2.97680319158,2013,7
TA-00119,S-0066,0,0,Yes,100,2.83491817964,2013,7
TA-00119,S-0066,0,0,Yes,250,2.74867434886,2013,7
TA-00120,S-0066,0,0,Yes,1,21.4663676881,2013,7
TA-00120,S-0066,0,0,Yes,2,11.9016486482,2013,7
TA-00120,S-0066,0,0,Yes,5,6.16504287153,2013,7
TA-00120,S-0066,0,0,Yes,10,4.25098623994,2013,7
TA-00120,S-0066,0,0,Yes,25,3.10199584917,2013,7
TA-00120,S-0066,0,0,Yes,50,2.78762317566,2013,7
TA-00120,S-0066,0,0,Yes,100,2.64573816373,2013,7
TA-00120,S-0066,0,0,Yes,250,2.562276392,2013,7
TA-00121,S-0066,0,0,Yes,1,21.4663676881,2013,7
TA-00121,S-0066,0,0,Yes,2,11.9016486482,2013,7
TA-00121,S-0066,0,0,Yes,5,6.16504287153,2013,7
TA-00121,S-0066,0,0,Yes,10,4.25098623994,2013,7
TA-00121,S-0066,0,0,Yes,25,3.10199584917,2013,7
TA-00121,S-0066,0,0,Yes,50,2.78762317566,2013,7
TA-00121,S-0066,0,0,Yes,100,2.64573816373,2013,7
TA-00121,S-0066,0,0,Yes,250,2.562276392,2013,7
TA-00123,S-0066,0,0,Yes,1,28.5244515171,2013,9
TA-00123,S-0066,0,0,Yes,2,16.6645337547,2013,9
TA-00123,S-0066,0,0,Yes,5,9.54802668551,2013,9
TA-00123,S-0066,0,0,Yes,10,7.17771236848,2013,9
TA-00123,S-0066,0,0,Yes,25,5.75329813101,2013,9
TA-00123,S-0066,0,0,Yes,50,5.34433544955,2013,9
TA-00123,S-0066,0,0,Yes,100,5.1579374927,2013,9
TA-00123,S-0066,0,0,Yes,250,5.0466551304,2013,9
TA-00125,S-0066,0,0,Yes,1,28.571746521,2013,10
TA-00125,S-0066,0,0,Yes,2,16.7118287587,2013,10
TA-00125,S-0066,0,0,Yes,5,9.59532168949,2013,10
TA-00125,S-0066,0,0,Yes,10,7.2222253134,2013,10
TA-00125,S-0066,0,0,Yes,25,5.80059313499,2013,10
TA-00125,S-0066,0,0,Yes,50,5.39163045353,2013,10
TA-00125,S-0066,0,0,Yes,100,5.20523249668,2013,10
TA-00125,S-0066,0,0,Yes,250,5.09395013437,2013,10
TA-00128,S-0064,1,0,Yes,5,25.3362118371,2012,2
TA-00128,S-0064,1,0,Yes,10,15.7937492697,2012,2
TA-00128,S-0064,1,0,Yes,15,12.6138557669,2012,2
TA-00128,S-0064,1,0,Yes,20,11.022517986,2012,2
TA-00130,S-0054,0,0,Yes,1,14.1551164848,2001,4
TA-00130,S-0054,0,0,Yes,2,9.16688459463,2001,4
TA-00130,S-0054,0,0,Yes,3,7.45870033329,2001,4
TA-00130,S-0054,0,0,Yes,5,6.14556845813,2001,4
TA-00130,S-0054,0,0,Yes,10,5.13011690212,2001,4
TA-00130,S-0054,0,0,Yes,20,4.62656421271,2001,4
TA-00132,S-0066,0,0,Yes,1,28.2351173751,2013,10
TA-00132,S-0066,0,0,Yes,2,16.3751996127,2013,10
TA-00132,S-0066,0,0,Yes,5,9.25869254353,2013,10
TA-00132,S-0066,0,0,Yes,10,6.88837822649,2013,10
TA-00132,S-0066,0,0,Yes,25,5.46396398903,2013,10
TA-00132,S-0066,0,0,Yes,50,5.05778336663,2013,10
TA-00132,S-0066,0,0,Yes,100,4.86860335071,2013,10
TA-00132,S-0066,0,0,Yes,250,4.75732098841,2013,10
TA-00140,S-0066,100,1,Yes,1,3.47479176288,2011,5
TA-00140,S-0066,3223,1,Yes,1,1.64697896207,2011,8
TA-00140,S-0087,1384,10,Yes,1,2.35640402174,2009,7
TA-00141,S-0064,18,0,Yes,10,22.2147415745,2011,11
TA-00141,S-0064,18,0,Yes,15,18.0082682795,2011,11
TA-00141,S-0064,18,0,Yes,20,15.905031632,2011,11
TA-00141,S-0064,18,0,Yes,25,14.6419768199,2011,11
TA-00141,S-0064,18,0,Yes,30,13.8017949845,2011,11
TA-00144,S-0066,4,0,Yes,1,259.855444211,2009,3
TA-00144,S-0066,4,0,Yes,2,141.612370147,2009,3
TA-00144,S-0066,4,0,Yes,3,102.198939479,2009,3
TA-00145,S-0066,0,0,Yes,1,21.9921768499,2013,6
TA-00145,S-0066,0,0,Yes,2,12.4274578101,2013,6
TA-00145,S-0066,0,0,Yes,5,6.68806997435,2013,6
TA-00145,S-0066,0,0,Yes,10,4.77679540181,2013,6
TA-00145,S-0066,0,0,Yes,25,3.62780501104,2013,6
TA-00145,S-0066,0,0,Yes,50,3.31343233754,2013,6
TA-00145,S-0066,0,0,Yes,100,3.17154732561,2013,6
TA-00145,S-0066,0,0,Yes,250,3.08530349482,2013,6
TA-00147,S-0066,0,0,Yes,1,22.0672924445,2013,6
TA-00147,S-0066,0,0,Yes,2,12.5025734046,2013,6
TA-00147,S-0066,0,0,Yes,5,6.7631855689,2013,6
TA-00147,S-0066,0,0,Yes,10,4.84912893731,2013,6
TA-00147,S-0066,0,0,Yes,25,3.7029206056,2013,6
TA-00147,S-0066,0,0,Yes,50,3.38576587304,2013,6
TA-00147,S-0066,0,0,Yes,100,3.24666292016,2013,6
TA-00147,S-0066,0,0,Yes,250,3.16041908938,2013,6
TA-00148,S-0066,0,0,Yes,1,21.8280353655,2013,8
TA-00148,S-0066,0,0,Yes,2,12.2633163257,2013,8
TA-00148,S-0066,0,0,Yes,5,6.52392848995,2013,8
TA-00148,S-0066,0,0,Yes,10,4.61265391742,2013,8
TA-00148,S-0066,0,0,Yes,25,3.46366352665,2013,8
TA-00148,S-0066,0,0,Yes,50,3.14929085315,2013,8
TA-00148,S-0066,0,0,Yes,100,3.00740584121,2013,8
TA-00148,S-0066,0,0,Yes,250,2.92394406948,2013,8
TA-00149,S-0066,0,0,Yes,1,21.7612659482,2013,8
TA-00149,S-0066,0,0,Yes,2,12.1965469083,2013,8
TA-00149,S-0066,0,0,Yes,5,6.45715907257,2013,8
TA-00149,S-0066,0,0,Yes,10,4.54588450004,2013,8
TA-00149,S-0066,0,0,Yes,25,3.39689410927,2013,8
TA-00149,S-0066,0,0,Yes,50,3.08252143577,2013,8
TA-00149,S-0066,0,0,Yes,100,2.94063642383,2013,8
TA-00149,S-0066,0,0,Yes,250,2.8571746521,2013,8
TA-00150,S-0066,0,0,Yes,1,21.8280353655,2013,8
TA-00150,S-0066,0,0,Yes,2,12.2633163257,2013,8
TA-00150,S-0066,0,0,Yes,5,6.52392848995,2013,8
TA-00150,S-0066,0,0,Yes,10,4.61265391742,2013,8
TA-00150,S-0066,0,0,Yes,25,3.46366352665,2013,8
TA-00150,S-0066,0,0,Yes,50,3.14929085315,2013,8
TA-00150,S-0066,0,0,Yes,100,3.00740584121,2013,8
TA-00150,S-0066,0,0,Yes,250,2.92394406948,2013,8
TA-00153,S-0066,0,0,Yes,1,21.4747138652,2013,7
TA-00153,S-0066,0,0,Yes,2,11.9099948254,2013,7
TA-00153,S-0066,0,0,Yes,5,6.1733890487,2013,7
TA-00153,S-0066,0,0,Yes,10,4.25933241711,2013,7
TA-00153,S-0066,0,0,Yes,25,3.11034202634,2013,7
TA-00153,S-0066,0,0,Yes,50,2.79596935284,2013,7
TA-00153,S-0066,0,0,Yes,100,2.6540843409,2013,7
TA-00153,S-0066,0,0,Yes,250,2.57062256918,2013,7
TA-00154,S-0066,0,0,Yes,5,18.464525965,1995,7
TA-00154,S-0066,0,0,Yes,10,12.9004078499,1995,7
TA-00154,S-0066,0,0,Yes,15,11.0475565175,1995,7
TA-00154,S-0066,0,0,Yes,20,10.1183487923,1995,7
TA-00156,S-0072,1,0,Yes,1,12.2521880894,2013,9
TA-00156,S-0072,1,0,Yes,2,8.54648542479,2013,9
TA-00156,S-0072,1,0,Yes,3,7.59780328617,2013,9
TA-00156,S-0072,1,0,Yes,4,6.40986406859,2013,9
TA-00156,S-0072,1,0,Yes,5,5.69765694986,2013,9
TA-00157,S-0066,1,0,Yes,1,25.7006615736,2013,12
TA-00157,S-0066,1,0,Yes,2,15.5099792458,2013,12
TA-00157,S-0066,1,0,Yes,5,9.3977954964,2013,12
TA-00157,S-0066,1,0,Yes,10,7.35854620722,2013,12
TA-00157,S-0066,1,0,Yes,25,6.1344402219,2013,12
TA-00157,S-0066,1,0,Yes,50,5.79502901688,2013,12
TA-00157,S-0066,1,0,Yes,100,5.64201576871,2013,12
TA-00157,S-0066,1,0,Yes,250,5.55020781981,2013,12
TA-00161,S-0066,0,0,Yes,1,21.6277271134,2013,7
TA-00161,S-0066,0,0,Yes,2,12.0630080735,2013,7
TA-00161,S-0066,0,0,Yes,5,6.32362023781,2013,7
TA-00161,S-0066,0,0,Yes,10,4.40956360622,2013,7
TA-00161,S-0066,0,0,Yes,25,3.26335527451,2013,7
TA-00161,S-0066,0,0,Yes,50,2.94620054195,2013,7
TA-00161,S-0066,0,0,Yes,100,2.80431553001,2013,7
TA-00161,S-0066,0,0,Yes,250,2.72085375828,2013,7
TA-00162,S-0066,2,0,Yes,3,50.4943718945,2010,10
TA-00162,S-0066,2,0,Yes,5,32.3581288984,2010,10
TA-00162,S-0066,2,0,Yes,10,19.0598866033,2010,10
TA-00164,S-0062,0,1,No,1,0.934771843337,1993,2
TA-00165,S-0062,300,1,Yes,1,1.99195428521,1993,11
TA-00166,S-0064,450,1,No,1,9.45621873661,2008,6
TA-00168,S-0031,100,40,No,40,3.0407905499,2014,2
TA-00173,S-0066,1,0,Yes,1,24.6907741358,2013,12
TA-00173,S-0066,1,0,Yes,2,14.5000918079,2013,12
TA-00173,S-0066,1,0,Yes,5,8.38512599945,2013,12
TA-00173,S-0066,1,0,Yes,10,6.34587671027,2013,12
TA-00173,S-0066,1,0,Yes,25,5.12455278401,2013,12
TA-00173,S-0066,1,0,Yes,50,4.78235951993,2013,12
TA-00173,S-0066,1,0,Yes,100,4.62934627176,2013,12
TA-00173,S-0066,1,0,Yes,250,4.53753832286,2013,12
TA-00175,S-0066,0,0,Yes,1,30.7028037591,2013,5
TA-00175,S-0066,0,0,Yes,2,18.8428859968,2013,5
TA-00175,S-0066,0,0,Yes,5,11.7291609866,2013,5
TA-00175,S-0066,0,0,Yes,10,9.35606461054,2013,5
TA-00175,S-0066,0,0,Yes,25,7.93165037307,2013,5
TA-00175,S-0066,0,0,Yes,50,7.52546975067,2013,5
TA-00175,S-0066,0,0,Yes,100,7.33907179382,2013,5
